"sim","srs_beta0","srs_beta1","srs_beta2","srs_conv_msg","tpr","fpr"
132,-2.42831981293766,2.72288348425181,-0.0512210060066899,"Converged",0.99,0.01
133,-2.43012472605111,3.45598256030652,-0.105694433839771,"Converged",0.99,0.01
134,-2.41407962629212,3.86732445004378,-0.111397270000169,"Converged",0.99,0.01
135,-2.50838959636934,3.16552126312938,-0.0594686524452651,"Converged",0.99,0.01
136,NA,NA,NA,"B-spline error",0.99,0.01
137,-2.74246401863747,3.4660855751625,-0.0705897121761034,"Converged",0.99,0.01
138,-2.03413794708273,1.23857232818705,-0.0787460465716499,"Converged",0.99,0.01
139,-2.00160635289066,2.60754494726665,-0.132790622494934,"Converged",0.99,0.01
140,-1.53763468927667,1.69500414337509,-0.128743518574903,"Converged",0.99,0.01
141,-1.83976629152176,1.00180884924263,-0.0331654593796155,"Converged",0.99,0.01
142,-2.96979627883218,3.80465782349818,-0.0258611506329095,"Converged",0.99,0.01
143,-2.52945648966141,3.09251418583943,-0.0629483966918975,"Converged",0.99,0.01
144,-2.27298676060994,2.99667013338253,-0.0924680032263422,"Converged",0.99,0.01
145,-1.7924946491968,0.731327790712518,-0.0687297696892911,"Converged",0.99,0.01
146,-1.41618659289625,1.19692028262572,-0.140128197218959,"Converged",0.99,0.01
147,-1.98030332398561,2.94279722213954,-0.15333886028726,"Converged",0.99,0.01
148,-1.59546326711585,0.939592059345754,-0.0825152061269245,"Converged",0.99,0.01
149,-1.63602634020782,2.25362684073195,-0.208240218856613,"Converged",0.99,0.01
150,-2.7612176516231,3.5379502446201,-0.0568059250628142,"Converged",0.99,0.01
151,-2.25728853773717,2.70413585324406,-0.0720134910714045,"Converged",0.99,0.01
152,-1.67348029447978,1.25515996261083,-0.124478548973499,"Converged",0.99,0.01
153,-1.65244126244552,1.29459822498746,-0.117220492937874,"Converged",0.99,0.01
154,-1.58169951285637,0.96177393797343,-0.0869572095765279,"Converged",0.99,0.01
155,-3.10047128328783,4.350455855006,-0.0607331604645912,"Converged",0.99,0.01
156,-2.16362600419379,2.35519802966196,-0.0767364533174173,"Converged",0.99,0.01
157,-1.7399364873284,0.785937363258821,-0.0727903505237903,"Converged",0.99,0.01
158,-2.27754993825112,2.5866090310347,-0.0703859239666136,"Converged",0.99,0.01
159,-2.16900408733462,2.62029664609172,-0.140092787930249,"Converged",0.99,0.01
160,-1.55139390956973,1.84376040503257,-0.152114915401153,"Converged",0.99,0.01
161,-2.1886127482107,1.87896917327725,-0.0668030033280661,"Converged",0.99,0.01
162,-1.69171514842685,0.730830244557325,-0.0373201177050745,"Converged",0.99,0.01
163,-1.85670492910603,1.7885417563547,-0.119224275472155,"Converged",0.99,0.01
164,-1.74036180296451,0.898109802360325,-0.0909430257074982,"Converged",0.99,0.01
165,-1.15507635467163,0.15462656681722,-0.156886755243977,"Converged",0.99,0.01
166,-2.03439870997684,2.67165681743193,-0.154455362796719,"Converged",0.99,0.01
167,NA,NA,NA,"B-spline error",0.99,0.01
168,-1.56715055123582,0.232207967534129,-0.10006746387761,"Converged",0.99,0.01
169,-1.91813336600499,1.92209401429307,-0.0796749824512633,"Converged",0.99,0.01
170,-2.00464890781123,2.49137182230196,-0.124817680129056,"Converged",0.99,0.01
171,-2.70064939371757,2.97351738990558,-0.0565918284197155,"Converged",0.99,0.01
172,-2.00890491445803,2.08502197534139,-0.104982376034981,"Converged",0.99,0.01
173,-1.99145058509202,3.18942846930096,-0.187623409936753,"Converged",0.99,0.01
174,-2.16572884793566,2.03532127438981,-0.0894843789339409,"Converged",0.99,0.01
175,-2.14524541049909,2.7808566709617,-0.120035279518464,"Converged",0.99,0.01
176,-2.25310195949638,3.19011668126442,-0.0862215588898322,"Converged",0.99,0.01
177,-2.29570367836451,2.1195031607264,-0.0554131489822093,"Converged",0.99,0.01
178,-1.42452602292886,0.749209026617005,-0.0776897402878432,"Converged",0.99,0.01
179,-1.74053142469442,1.06013192120115,-0.0788140926722251,"Converged",0.99,0.01
180,-2.27835692059089,2.14449540117155,-0.0361287212864873,"Converged",0.99,0.01
181,-1.84076426771324,2.33390009224284,-0.141969222512454,"Converged",0.99,0.01
182,-1.83922930011798,1.22865485337664,-0.0920401016533262,"Converged",0.99,0.01
183,-1.65326434071502,1.7396090377551,-0.199471552516036,"Converged",0.99,0.01
184,-1.87406716199969,2.26586334429163,-0.15002368055479,"Converged",0.99,0.01
185,-2.5313243473121,3.23836087568198,-0.094517052766471,"Converged",0.99,0.01
186,-1.47810945797277,-0.436284444030936,-0.083304255426334,"Converged",0.99,0.01
187,-1.19798938520143,0.800237997431362,-0.181578275997953,"Converged",0.99,0.01
188,-1.74697274807281,2.19678679067636,-0.129225082531912,"Converged",0.99,0.01
189,-2.25674821234809,2.66392579219374,-0.122971189766885,"Converged",0.99,0.01
190,-2.35857325415851,2.31890499890813,-0.0386176386579763,"Converged",0.99,0.01
191,-2.09299237269924,2.62056916291517,-0.105553913596291,"Converged",0.99,0.01
192,-1.38616525137143,1.01582633947655,-0.145526055653324,"Converged",0.99,0.01
193,-1.61149869158198,0.632115861682503,-0.0617605331478731,"Converged",0.99,0.01
194,-1.02976795270718,-0.486690789309317,-0.106605469342626,"Converged",0.99,0.01
195,-1.91135802123543,2.37897389246401,-0.167879698558426,"Converged",0.99,0.01
196,-2.25029526647219,1.26670183957236,-0.00332878652427095,"Converged",0.99,0.01
197,-1.83472964828071,2.3064589883311,-0.163536276471854,"Converged",0.99,0.01
198,-1.5965877619212,2.21064512513892,-0.160499748901298,"Converged",0.99,0.01
199,-1.64722853144013,0.616009645912018,-0.0756297559063462,"Converged",0.99,0.01
200,-2.20119887630193,1.64460595477801,-0.0594059527923689,"Converged",0.99,0.01
201,-1.81110479502687,0.124120825917208,-0.0439924145514414,"Converged",0.99,0.01
202,NA,NA,NA,"B-spline error",0.99,0.01
203,-2.20645487284653,2.47224732505116,-0.066261029768694,"Converged",0.99,0.01
204,-1.36575793782557,0.421608611475507,-0.104425577272073,"Converged",0.99,0.01
205,-1.45358802488381,1.0693633453127,-0.144169814594012,"Converged",0.99,0.01
206,-1.27836423766529,-0.172697800640924,-0.0912456399838353,"Converged",0.99,0.01
207,-2.90957175913888,4.37242532331175,-0.0908476363916038,"Converged",0.99,0.01
208,-1.67612717302525,1.26314193497717,-0.107922176839478,"Converged",0.99,0.01
209,-2.12599484783141,1.51825835027079,-0.052784657309002,"Converged",0.99,0.01
210,-1.81035516781873,2.33123845104258,-0.131456328458608,"Converged",0.99,0.01
211,-1.8895151224079,1.16471757809146,-0.0891590384257939,"Converged",0.99,0.01
212,-1.31695921360443,0.428604316739378,-0.13343343857935,"Converged",0.99,0.01
213,-1.62267438279249,0.984983979399189,-0.0732602719084664,"Converged",0.99,0.01
214,-1.88869833046687,1.69173170092973,-0.123083942623514,"Converged",0.99,0.01
215,-2.35801462862129,2.98123715781946,-0.0562815352615353,"Converged",0.99,0.01
216,-1.36525600801775,0.569717680962983,-0.128977032727206,"Converged",0.99,0.01
217,-2.03131477544468,2.37445998225707,-0.133956790423543,"Converged",0.99,0.01
218,-1.11329585996083,-0.0608874923151256,-0.157559103418556,"Converged",0.99,0.01
219,-2.05222801031276,2.75817133153262,-0.131266839425128,"Converged",0.99,0.01
220,-2.68860526860434,3.57558953246838,-0.0690034469047815,"Converged",0.99,0.01
221,-1.96351947853829,1.79595642107192,-0.0818070599425945,"Converged",0.99,0.01
222,-1.66484996239998,1.28984594250035,-0.110814166292174,"Converged",0.99,0.01
223,-2.46546733126949,2.83033901416049,-0.0591110407706844,"Converged",0.99,0.01
224,-2.42697168596192,3.64170592560856,-0.102839432118243,"Converged",0.99,0.01
225,-1.78891133422004,2.28750417442413,-0.125140577802136,"Converged",0.99,0.01
226,-2.73918347607095,3.57250996120959,-0.0361244247348919,"Converged",0.99,0.01
227,-2.10585555676974,2.44325587505308,-0.0920625790880069,"Converged",0.99,0.01
228,-1.95102197120772,2.21380192766703,-0.144778509935824,"Converged",0.99,0.01
229,-1.56121789934561,1.27761283020592,-0.150391519120076,"Converged",0.99,0.01
230,-2.26332437446893,3.20796822865947,-0.108093766983283,"Converged",0.99,0.01
231,-1.87249121247611,3.00825392153871,-0.184397530215909,"Converged",0.99,0.01
232,-1.70636724600288,1.29750329363693,-0.131037684303032,"Converged",0.99,0.01
233,-2.61057055702169,3.19348365210225,-0.0601373879520226,"Converged",0.99,0.01
234,-1.75142704470298,1.98115027803831,-0.145121846612729,"Converged",0.99,0.01
235,-2.46551170230494,2.17237017202953,-0.0412261695369185,"Converged",0.99,0.01
236,-2.31285534415398,2.88130956736185,-0.0889235724299346,"Converged",0.99,0.01
237,-2.05378864143316,2.17304473241189,-0.121075730176506,"Converged",0.99,0.01
238,-1.40265775972087,1.87539270198213,-0.199251423077463,"Converged",0.99,0.01
239,-1.85949382254809,2.97480873791688,-0.215692825475402,"Converged",0.99,0.01
240,-1.13383884389752,-0.376436958609652,-0.123200750989388,"Converged",0.99,0.01
241,-2.25267969615514,2.60295452294188,-0.0666460030607767,"Converged",0.99,0.01
242,-1.6389855038393,2.48640408427771,-0.169587572237696,"Converged",0.99,0.01
243,-1.41150414852471,0.681824880877335,-0.124960070749776,"Converged",0.99,0.01
244,-1.98122324529788,1.96697390882662,-0.0891459559035627,"Converged",0.99,0.01
245,-1.51202865305513,1.01078904667093,-0.126151682120192,"Converged",0.99,0.01
246,-2.36833596705522,2.80400815994055,-0.0833565395175522,"Converged",0.99,0.01
247,-1.69902804610062,1.7278578700567,-0.0917461723889012,"Converged",0.99,0.01
248,NA,NA,NA,"B-spline error",0.99,0.01
249,-2.62899898452391,4.34592246233488,-0.101954294006382,"Converged",0.99,0.01
250,-1.94349518085088,1.71003539095532,-0.111242378097955,"Converged",0.99,0.01
251,-2.49945433165347,2.61558994019393,-0.0271779670412792,"Converged",0.99,0.01
252,-2.75137799221832,4.49047074258986,-0.0855175706917963,"Converged",0.99,0.01
253,-2.21395804668949,3.16196639540821,-0.120812670143266,"Converged",0.99,0.01
254,-1.73709862890915,0.793724472072369,-0.0536895566167561,"Converged",0.99,0.01
255,-1.7703962261863,2.18282329978605,-0.149286421210566,"Converged",0.99,0.01
256,NA,NA,NA,"B-spline error",0.99,0.01
257,-1.8210300440605,1.5213732443879,-0.0757096072441296,"Converged",0.99,0.01
258,-2.10085737254743,2.9688781485669,-0.128093365453284,"Converged",0.99,0.01
259,-2.60069736968773,3.89578056602859,-0.149533108018025,"Converged",0.99,0.01
260,-1.86740698662602,2.11173099993045,-0.163142569272536,"Converged",0.99,0.01
261,-1.96302381798711,2.24218566534219,-0.114536711073212,"Converged",0.99,0.01
262,-1.75627563740047,1.49908432581553,-0.10504573617583,"Converged",0.99,0.01
263,-2.12732140613405,2.92956632530964,-0.136916455721593,"Converged",0.99,0.01
264,-1.98732430217157,2.44870187026686,-0.118126602301132,"Converged",0.99,0.01
265,-2.03394720926192,2.39889251853876,-0.121370435879597,"Converged",0.99,0.01
266,-1.71970413342261,1.3780516710223,-0.139086369258661,"Converged",0.99,0.01
267,-2.11431325020097,2.64113669353708,-0.126167360519722,"Converged",0.99,0.01
268,-1.0803310775611,0.185650158444728,-0.152048903773389,"Converged",0.99,0.01
269,-1.7715501116175,1.7759528538214,-0.129323382949627,"Converged",0.99,0.01
270,-2.00948551497826,2.01680303678478,-0.0745467769236671,"Converged",0.99,0.01
271,-2.07803318580425,1.63300988595821,-0.0473011616550023,"Converged",0.99,0.01
272,-2.49858765546211,2.98420646190004,-0.0692843974551384,"Converged",0.99,0.01
273,-1.57380635977988,1.60125179558684,-0.161084631860891,"Converged",0.99,0.01
274,-2.39709026271299,3.45519477153319,-0.114922096560532,"Converged",0.99,0.01
275,-1.6248371901699,1.56235709063965,-0.127649433345807,"Converged",0.99,0.01
276,-2.82809911115424,3.63031594841781,-0.0494699119384586,"Converged",0.99,0.01
277,-1.5117795277347,1.41043891301797,-0.141139121774673,"Converged",0.99,0.01
278,-1.8584412561183,2.04350575203551,-0.134579418803459,"Converged",0.99,0.01
279,-1.39489723699003,0.76206429720513,-0.123412108116779,"Converged",0.99,0.01
280,-1.34032546881251,1.03495621016384,-0.201820235860858,"Converged",0.99,0.01
281,-2.64823586212617,3.54952133542089,-0.0643925328824989,"Converged",0.99,0.01
282,-2.19541196378226,2.65802236702929,-0.105549318370397,"Converged",0.99,0.01
283,-2.19165775798118,2.96378709310905,-0.164444558602065,"Converged",0.99,0.01
284,-1.28516680546124,0.913540925462284,-0.160864593454565,"Converged",0.99,0.01
285,-1.90264475306955,1.97076020056287,-0.0963045185745111,"Converged",0.99,0.01
286,-1.83518879111533,1.86159473013968,-0.109619038867445,"Converged",0.99,0.01
287,-2.19158940751739,2.09788066881416,-0.0918687477145981,"Converged",0.99,0.01
288,-1.93768492875086,2.43128008224433,-0.108496070373519,"Converged",0.99,0.01
289,-1.60119236214229,1.71053786505646,-0.119965955903271,"Converged",0.99,0.01
290,-2.0158658836824,2.38652442422662,-0.096826774164977,"Converged",0.99,0.01
291,-1.4655808404909,1.42929093226625,-0.16512305730496,"Converged",0.99,0.01
292,-0.785462225630286,0.40490931408161,-0.215080655651217,"Converged",0.99,0.01
293,-1.44845546588974,0.861446425029099,-0.105902859466557,"Converged",0.99,0.01
294,-1.86576848911227,1.33097509380873,-0.0734589630945853,"Converged",0.99,0.01
295,-1.70467534743558,1.25079033365962,-0.0983269750506976,"Converged",0.99,0.01
296,-1.51238012031736,0.705671645225196,-0.108581654420927,"Converged",0.99,0.01
297,-1.57604380146371,2.01615932524684,-0.201631242350076,"Converged",0.99,0.01
298,-2.26658051741267,3.44803347888056,-0.12391612397648,"Converged",0.99,0.01
299,-1.68734286819337,1.25322549281293,-0.0723372989579039,"Converged",0.99,0.01
300,-1.89527534436155,1.52579067079932,-0.0951284653944493,"Converged",0.99,0.01
301,-1.48043873578794,0.852431552959226,-0.15728982757717,"Converged",0.99,0.01
302,-2.09063403439966,2.70264070567731,-0.139323308840972,"Converged",0.99,0.01
303,-2.60919592860695,3.22560947571991,-0.0758928317832323,"Converged",0.99,0.01
304,-2.44168504648056,3.16434632430469,-0.111774202571843,"Converged",0.99,0.01
305,-2.3701589954215,2.79218117873362,-0.057771554602277,"Converged",0.99,0.01
306,-2.99306684309867,4.38922158256537,-0.0565225897459086,"Converged",0.99,0.01
307,-1.57986487133435,1.29833652657349,-0.12728712583199,"Converged",0.99,0.01
308,-2.3133781894485,2.58116638745735,-0.0831060033554397,"Converged",0.99,0.01
309,-2.07330253210536,1.81674426265985,-0.108500058625534,"Converged",0.99,0.01
310,-2.02783176231826,1.71042534705771,-0.0342449561160179,"Converged",0.99,0.01
311,-2.16796897032949,2.71734934340006,-0.114622704701313,"Converged",0.99,0.01
312,-1.57943454332169,0.991085194513957,-0.096133796707142,"Converged",0.99,0.01
313,-2.01441476080631,2.03241558358587,-0.0875885111900042,"Converged",0.99,0.01
314,-2.48056223961241,2.36670764412568,-0.0220707673750927,"Converged",0.99,0.01
315,-2.00373476415247,2.44796384929084,-0.115765850061555,"Converged",0.99,0.01
316,-1.86360643995963,0.990151149156591,-0.0795714538514555,"Converged",0.99,0.01
317,-2.33620945453694,2.62564235611497,-0.100457965748316,"Converged",0.99,0.01
318,-2.2137405899598,2.97541551354968,-0.103882844311553,"Converged",0.99,0.01
319,-2.4881627736203,3.39025424660385,-0.105118736607737,"Converged",0.99,0.01
320,-1.82160882550054,1.37479549355382,-0.10706501380501,"Converged",0.99,0.01
321,-2.03109176726975,1.7034755608404,-0.0395756799597519,"Converged",0.99,0.01
322,-1.51122548337418,1.47548315632925,-0.189901304725904,"Converged",0.99,0.01
323,-1.85419538044558,1.5810372245409,-0.0936396643360659,"Converged",0.99,0.01
324,-1.88849306406362,2.18415588384054,-0.136871065164574,"Converged",0.99,0.01
325,NA,NA,NA,"B-spline error",0.99,0.01
326,-2.12027161823893,2.12223264525055,-0.0800783920547973,"Converged",0.99,0.01
327,-1.8011168110769,2.18950521953011,-0.121189457509755,"Converged",0.99,0.01
328,-2.08469193505029,1.98917939705827,-0.0789262496059917,"Converged",0.99,0.01
329,-2.42962121898865,2.9487340027637,-0.0721052606436908,"Converged",0.99,0.01
330,-1.5534809262305,2.13564484380717,-0.21703670009849,"Converged",0.99,0.01
331,-1.79696698292295,1.18306958229639,-0.108584238600344,"Converged",0.99,0.01
332,-2.50484165149072,4.2814337345013,-0.122093323189815,"Converged",0.99,0.01
333,-3.33104270770096,6.0125070672218,-0.111862741977905,"Converged",0.99,0.01
334,-2.41502471506237,3.59310193271556,-0.110331630215239,"Converged",0.99,0.01
335,-1.94202527730326,1.6753580135892,-0.0936493765425914,"Converged",0.99,0.01
336,-2.00370914103517,2.21472597232136,-0.0816651970104609,"Converged",0.99,0.01
337,-1.71289368279749,1.18058560156827,-0.081967090114578,"Converged",0.99,0.01
338,-2.23770137325644,2.11402016913962,-0.0665138089679611,"Converged",0.99,0.01
